"text","is_toxic"
"@user infelizmente ele é um politiqueiro. lembro dele defendendo que o pg pagasse a reforma do temer. se o guedes fosse ouvir essa galera o país estava lascado pra enfrentar a crise sanitária e nunca defendeu a capitalização ficaram todos contra.",True
"@user @user gada",True
"olha eu me achava desenebido até ver os storys dessa g4ezinh4 pela amor de deus vontade de denunciar",True
"@user plano simples, os pobres já estão na merda, então a classe média precisa ficar mais pobre e o ,ahhhh esse continua de boa!!!!",True
"@user @user se o argumento, além do dólar, é: 1) taxa de desmatamento: as maiores potências econômicas são as que mais agridem meio ambiente 2) imagem do país lá fora: a china então deve estar muito mal economicamente já que tem trabalho escravo, censura a população e só tem 1 partido (viva… <url>",True
"@user @user michele é uma princesa, linda já vc o cocô da bruxa !",True
"mundo todo está assistindo esta notícia negócio feio barba 15/05/2023 link via @user",True
"@user @user parabéns, raquel. primoroso texto. no meu entender, na verdade, lula pratica estelionato eleitoral. simples assim.",True
"mantém o pique vadia",True
"@user @user estão errados todes q contam com a nova gestão qdo criticam o problema apontando a pessoa. lendo artigos s/a taxa vemos q têm financistas q discordam e não são da extrema direita. é do brasileiro dar nome aos bois qdo o certo seria ver o gado. ??",True
"@user gente q vagabunda",True
"a menina naturalmente trm cara de quem implora por pica meu deus q coisa horrorosa quem sera q gozo essa porra feia",True
"@user @user ppk até conseguem fazer... mas quero ver se nasceu com uma",True
"@user eu n acho q o do 5 parece o el donte, mas em personalidade o do 4 é uma versão nerfada dele, a diferença é q o nero era menos xarope e n tem cara de q peida na mão e cheira",True
"@user e algum deles ainda se livrará pra manter o ""negócio"" da familícia.",True
"@user se não funcionar no naturalmente vai no macumbalmente mesmo",True
"tô virando uma veia chata mas puta queo pariu o que fizeram com a poesia???????? <url>",True
"pois pra mim, você é uma besta mitológica com o cabelo pixaim parecida com a medusa.",True
"@user @user kkkkkkkkkkkkkk essa puta doente",True
"vagabunda",True
"o fi da rihanna é feii,c tá dd",True
"tudo nosso piranhas <url>",True
"odeio homem meu deus",True
"as gays padrão quando vão de férias <url>",True
"@user anorexia por comer lula...",True
"aspone de jajá, ex-periquito, vai caguetar o bozoquina.... <url>",True
"@user estão procurando pêlo em ovo né? mesmo que encontrem erro em pequenos gastos não vão conseguir derrubar a credibilidade de bolsonaro com quem não é burro como a jumentada militante petista que acredita em um sujeito que roubou trilhões.",True
"@user essa dilma residente é sem noção tem que por a foto do pinguço não do bolsonaro <url>",True
"@user é nada, mais da matade da seleção é bolsonaro que fica atazanando os gay. que inclusive só se destacam por dar o toba.",True
"@user quem nos favoreceu , foi o governo bolsonaro ! nunca esqueceremos , q vcs não aprovaram ! mas agora , como vcs gostam desse governo , aprovaram , na esperança q somos burros e ingratos !!! tá muito feio !!! a história, não esquecerá de vcs !!!",True
"@user @user @user imagina ser petista. passar a campanha toda chamando bolsonaro de corrupto por causa de orçamento secreto e agora ter que defender orçamento secreto lkkkkkkk gente ignorante <url>",True
"@user @user eu fiz o l para isso ! faça o l imediatamente ! grande dia ! agora, para completar a felicidade, queremos a prisão de bolsonaro! <url>",True
"ainda tem gente que diz que ta com saudades do bolsonaro kkkkkkkk vsf <url>",True
"@user @user boiola",True
"@user @user estão atacando o lula, só porque ele gastou 100 milhões em 4 meses no cartão corporativo. é uma absurdo o que estão fazendo com o pai dos pobres. o pt tem que fazer alguma coisa. ??",True
"mds pq n s/\/\¥ total bloqueia sua mae. ausente viado do varalho m0rr3 q odio gente do ceu",True
"caralho vai se fuderrrrrrrrrrr!!!! eu tenho mto ódio de coach liberalzinho de merda q vive numa realidade paralela <url>",True
"essa forma de encarar o nordeste como ""paraíso subdesenvolvido"" é uma parada que me deixa cego de ódio",True
"@user lula e u lixo porém ele e inteligente, vai dá a sensação de que estará pagando menos nos combustíveis, gaz, podendo fazer o que bem entender com o resto, isso faltou muito a bolsonaro.",True
"@user bandido é vc rapaz. lave sua boca pra falar o nome de bolsonaro. isso é inveja que vc tem dele seu mentiroso safado. @user vc não tem honra, caráter. vc é uma vergonha",True
"@user menos 2 eleitores do lula!!! ô glória!!!",True
"@user o cuzinho seco",True
"@user ????????????a dilma fez igualzinho e todos vimos onde foi parar...????????????viva o amorrrrrr",True
"@user povo não consegue nem achar argumento pra falar que isso não é positivo kkkkk gado não foi na canetada, foi depois da mudança de cobrança! chegou ao fim pagar derivados de petróleo em dólar, sendo que somos auto suficientes, enfim um presidente com coragem de mudar isso.",True
"@user ele pagou seu ingresso da deixa em off sua branquela, tem q agradecer só",True
"@user por isso q muie é tudo burra",True
"@user o teu preto",True
"beijo feio da porr4! parece um bode com essa língua desgovernada. toda vez q vejo,dá uma vergonha do carai rs <url>",True
"@user não existe copypasta de elogio que seja digna de ser usada pra descrever o tamanho da tua magnitude, você é tão maravilhosa que dá vontade de colocar tua foto na porta de casa pros testemunhas de jeová terem motivos pra bater palma",True
"@user @user @user cedro do líbano comércio de madeiras e materiais para construção. explica por que essa empresa com contratos públicos com o governo bozo arcou com os boletos da amiga da mycash bozo? se ele pensa que todo mundo é idiota como o gado, pensou errado.",True
"@user a venezuela fez s mesma coisa, confia",True
"@user estão certos! ninguém quer ser associados a seres com pronomes neutros",True
"@user faz o l",True
"@user o ze bct ta parada agr esse merda",True
"sim eu quero que todas as minhas ex sem exceção vão tudo pra puta q lhes pariu otarias <url>",True
"velha desgraça, cuida da sua vida",True
"amiguinho, reduza a alfafa na dieta e estude um pouco de história. o grupo folha apoiou golpe militar, collor, impeachment e paulo guedes. jamais daria espaço uma liderança comunista autêntica, a menos que seja um quinta-coluna como xones baruel. <url>",True
"@user mano beleza, o pessoal mais velho tem dificuldade pra aceitar a identidade de gênero/orientação sexual, mas qual a porra do problema deles de tentar ridicularizar isso? quer mostrar que n aceita, feio dms",True
"@user @user chora gado",True
"@user boa ideia. vamos pressionar os apoiadores do molusco a deixarem a esquerda.",True
"to focada no treino de braço só pra da na cara de um macho hétero branco cis de classe média alta",True
"que ódio dessa puta",True
"q ódio dessa puta pqp",True
"@user @user esses petistas são uma vergonha!",True
"@user deus , patria e familia !!! valeu lula ! gloria a deus ! bolsonaro nunca mais <url>",True
"@user ????????????bolsonaro reduziu preço do combustível. lula entrou. subiu o preço. agora ele vem e baixa de novo, para se fazer de bonzinho. um zero a esquerda.",True
"@user @user @user se é mentira, então quem tá mentindo é o jornal como mostra ali na imagem parece que é da globo ou do sbt, e a sua fonte sobre a prévia da inflação foi do (pode 360) que amar muito o bozo né, se o bozo pisar na merda eles notícia ""bolsonaro acabar de pisar na??, prendam ele",True
"@user é verdade deputada joice punição para esse sujeito bolsonaro larápio e quadrilha que rouba desde que era deputado justiça urgente",True
"@user lava tua boca suja,imunda, porca, nojenta prá falar do bolsonaro e a família. q moral você têm? vanpiro. <url>",True
"@user @user com o bolsonaro era mais barato seu burro!",True
"@user @user nem todo bolsonarista é nazista, mas todo nazista votou no bolsonaro",True
"@user link isso é atitude de quem se diz, uma mulher de deus? explique madame, roubo em sua religião não é pecado?",True
"@user @user @user eu não disse que bolsonaro é ou foi perfeito, eu também sou crítico de muitos erros que ele cometeu, mas eu e você também erramos, é difícil demais fazer julgamentos c/ o amigo esta fazendo s/ ter tido intimidade c/ as realidades dos fatos da época. centralóides piores não faltam",True
"@user @user o cara está entrando em desespero e tiroteando para tudo que é lado para tentar elevar a popularidade e petista acha isso bom! são iguais ao gado do bolsonaro",True
"@user @user @user @user @user sim, só existe uma forma. e não é com cpi que faz isso. mas vc vai insistir na asneira eternamente, tal qual um burro empacado kkkkk!",True
"@user gadura.",True
"vai se fuder viado kkkkkkk <url>",True
"bolsonaro e moro na cadeia. <url>",True
"prepare a alma e coração para a herança do ex. presidente esse canalha maldito desses cachaceiro está ai por causa da covardia dele e deixe da passa pano pois ainda vamos sofrer pra cachorro nenhum colocar defeito e pergunte para bolsonaro para onde ele vai e onde vamos?....",True
"@user @user isso é triste demais, misturar ideologia barata com sua profissão. tem o exemplo do cid, que jogou sua carreira do exército no lixo, hoje tá servindo de bode expiatório pras falcatruas do bolsonaro.",True
"enquanto tentam a qualquer custo colar em algo em bolsonaro, o ladrão de nove dedos segue esbanjando sem ser incomodado, não apresentou nada desde que ocupou o planalto, e de quebra ainda tem alguns ministros atolados na sujeira ocupando seus cargos. mas e a imprensa? calada.",True
"@user a paixão é muito grande por bolsonaro ?? que nem falam sobre o maior ladrão da história ?????? só sendo desinformado pra cair em narrativas de pessoas esquecidas pela povo ??",True
"mano, eu to com muita vontade de xingar o bolsonaro. que dia que vão prender esse cara? @user devido processo legal e contraditório ce deixa pra quem é democrático. digo apenas isso.",True
"@user querem colocar o presidente bolsonaro no mesmo nível do ex presidiários, que ostenta viagens de lixo e compras de luxo. presidente bolsonaro nunca ostentou nada, vê-se na figura dele uma pessoa simples e de hábitos simples… e",True
"@user @user se fosse o bolsonaro fazendo estaria comemorando e gritando ""mito"". vai entender o gado... ?????",True
"@user tudo isso para colocar uma foto com bolsonaro ?? canalhas !!! imprensa lixo !!!! vcs só dão mais destaque a canalhice de vcs !!!! e bolsonaro tem a oportunidade de não ser esquecido !!! #fechadoscombolsonaro",True
"@user @user @user a vida do petista é lamber o saco do bandido e falar do bolsonaro. essas são as metas de vida deles...????????????????????????????",True
"@user como sou doente, estou com saudade do bolsonaro e dos preços antigos. parabéns ao governo atual pelas decisões, pelo empenho que vem tendo e pelas conquistas em prol de todo brasil. porém, acho que os bolsonaristas, deveriam continuar o preço antigo. eles gostam.",True
"os esquerdalhas tem fascinação de fazer com bolsonaro, exatamente aquilo que ja foi feito com o pai dos pobres.....a diferença esta no caráter e no respeito ao cidadão que um tem, e outro que nunca teve. <url>",True
"@user fazem infernos por 348 reais e deixam passar bilhões de boas. o ladrão já gastou mais grana em 3 meses de governo do que 1 ano de bolsonaro e até agora zero comentário da mídia. que lixo de mídia, que lixo de país é que lixo de governos.",True
"@user @user eu amo que o danones cria uma fanfic kkkkkkkkkkkkkkkkkkkkkkk, o maluco é completamente louco da cabeça pelo bolsonaro",True
"@user gente de onde surgil esse bolsonaro esse velho todo torto ignorante cade os juizes que nao botou esse cara na cadeia",True
"@user bolsonaro não tinha o porquê fraudar o cartão de vacinação dele, já que é público e notório que ele não se vacinou. e se viesse à tona tal revelação, iria abalar a ala mais ideológica-radical do ex-presidente. esquerda burra!",True
"@user se vc visitar direitinho minhas publicações vai ver que o descindenado comigo nao tem vez. bolsonaro tb nao. populistas e corruptos nao tem vez comigo. nao mais. passe bem.",True
"novo presidente da petrobrás muda política de preços dos combustíveis, conseguindo abaixar o preço do diesel a partir amanhã. quem a globonews chama pra comentar? uzmercadus (três branquinhos bem-vestidos que ganham a vida com especulação) e o presidente do pl de bolsonaro.",True
"@user e vc continuará babando os ovos dos bolsonaro.",True
"@user se algo ficou escondido foi por incompetencia da esquerda, pois voces passaram todo o mandato do bolsonaro investigando e enchendo o saco dele....vc e a globolixo.conclusao se algo ficou escondido como vc diz porque sao uns incompetentes ate para azucrinar ....????????????????",True
"@user @user gente!!! os caras falam o tempo todo do bolsonaro. até parece que bolsonaro é o presidente. o pederasta caramotti, acho, que tem um carinho enrustido pelo bolsonaro. esquece o bolsonaro, globo!!!",True
"e eles gravaram minha voz. que deus tenha piedade de mim. pelo menos no meio do áudio eu mandei um “agora é inegável que bolsonaro cometeu isso tudo tá kkkk to apenas dando argumentos menos burros pra vcs usarem e rezarem para a acusação não saber responder ??”",True
"@user em nome de deus, eu comia seu cu, seu arrombado burro de merda. a raiva da bichona aí é que não consegui um furo de notícias sobre bolsonaro. onde bolsonaro depois prova tudo documentalmente. chora mona ??????????????????????",True
"@user @user @user ué, meu querido, os idiotas da direita, babacas como vocês, reclamam que as pessoas fraudam o bolsa-família, ai quando o governo investiga e interrompe o benefício também ta errado? vocês merecem é a pic* fina do bolsonaro no rab* de vocês",True
"@user @user @user @user como uma pessoa que não sabe ler e foi metalúrgico doutrinado pelo sindicato, pode ter uma informação completa? mas temos um ótimo relacionamento, ele acha que sou a única bolsonarista não fascista ????????? ah fascismo para ele é votar em bolsonaro.",True
"o palhaço é vc, que paga seus impostos em dia. fica chato, mas continuo perguntando: imaginem se fosse o bolsonaro beneficiado no esquema? pois é... a imprensa não era contra a corrupção. estava apenas sem receber seu ""salário"" <url>",True
"@user tomara que o faça mesmo. não é pq votei no bolsonaro que vou torcer pra esse salafrário foder ainda mais o país.",True
"@user isso é uma piada nacional. vc quebrar o planalto = terrorista você roubar o brasil= descondenado, anjo, presidente, quase um deus e inocente. agora o lobo vai cuidar os ataques da matilha. que vergonha. viva o stf! viva bolsonaro viva lula viva o capitão cueca! <url>",True
"@user valor calculado em dolar e o dolar baixou. então está valendo o mesmo. segura o choro. gasolina com bolsonaro 8 reais, com guerra e tudo. gasolina com lula 5.40. com guerra também. lula sabe usar a caneta em benefício do povo. com bolsonaro é pescoço de frango para indígenas",True
"@user o legado dos 4 anos de bolsonaro com os ministros mais assombrosos da história brasileira, incluindo o idiota do guarda-chuva e o pastor da propina em ouro e bíblia no mec. foi sem dúvida o governo da ignorância e da mediocridade",True
"@user @user @user @user eu nem gosto do bolsonaro cara kkkk só que entre ele e um criminoso eu escolheria ele, por incrível que pareça há gente que discorde",True
"@user michelle e bolsonaro tem que começar a processar tipo de pessoa com narrativa de mentira, tem que provar isso vag4bundo",True
"o povo brasileiro foi colocado de refém do tirano que criou a sua própria polícia política. quando ele persegue o bolsonaro, seus familiares e assessores, manda recado. quando prende jornalistas, parlamentares, índio, empresários, idosos, mulheres e crianças, manda recado. <url>",True
"@user uma vez esquerdista, o dna não nega. leu a matéria inteira, picanheiro? <url>",True
"bolsominion batendo palma pra gasolina cara nunca foi novidade",True
"@user @user @user @user tudo normal na democracia brasileira , quem poderá nos salvar dessa quadrilha de comunistas , o chapolin colorado ou a ffaa????? o amor e a democracia ven$$$$$$$$erammmmm #vergonha",True
"@user meu deus pq deixaram ela tao feia",True
"@user nerdola fã de música gay meio bicha queride natureza bichinhos coisas fofas",True
"@user @user o interior elegeu esse abutre e quem pagará será a capital",True
"meu deus passando com a bixa contando dos 9 ativos, ela as 2 passivas da van kkkkkkkkkkkkkkkkkkkkkkkkk",True
"@user @user @user @user vc está tomando uma excessão como regra. um estuprador é um pária na sociedade. de fato, o homem tem a força pra exercer qualquer monstruosidade, se fosse assim, os direitos das mulheres e crianças não seriam debatidos no ocidente,como no mundo islâmico. reflita.não fale bobagem.",True
"alguém quer controlar um sub do pau pequeno? chama ou segue #pintoawards",True
"@user mas tem um lugar no inferno especial para crentelho que fica divulgando fake news, certeza!",True
"graças a você que não foi né sua puta de zona?! <url>",True
"espero que essa “pai” do meu irmão sofra muito, é que tome muito no cu dele, se eu ver ele dnv sou capaz de dar um tapa naquela careca feia",True
"certeza que gay ta bravo com isso porque vai fortalecer a fiscalização nos banheiroes da smart kk <url>",True
"@user óbvio. tem que ser. chega de usar as verdades religiosas para fins de justiça ou de política. chega. bolsonaro nos fez odiar a crentaiada",True
"eu fiz o l pra isso! obrigada presidente lula por nos livrar do flagelo q foi o governo bolsonaro e sua corja golpista <url>",True
"@user kkkk piada neh? seu lula que é santo!!! kd as provas contra bolsonaro? vocês são cheios de narrativas sem fatos! lula sim tem fatos que o incriminam e punem mas os amigos do stf o livraram! infelizmente, pessoas que nao foi o povo que colocou!",True
"@user espero que ele não erre pronomes ou teremos que impitimá-lo e eleger a michele bolsonaro.",True
"agora o assunto é droga, governo socialista e banqueiros safados. certamente alunos de história.",True
"@user molusco tá tirando onda. esse país e uma piada",True
"@user que nível de defesa é essa, meu pai?? o cara só pode querer que micheque jóia do cartão bolsonaro, vá fazer skincare na colmeia. só pode!!",True
"@user @user @user @user meu deus, q comparação! ele é um atleta, que representa o brasil, não é uma pessoa qualquer! tem tanta gente que fala todos os dias que vai matar lula, que vai matar bolsonaro, mas não um atleta que é reconhecido no esporte, com essas falas. q comparação bost4",True
"#repost @user —— lealdade e coragem! não se encontra em todo lugar! nessas horas se separa o joio do trigo! pior do que um inimigo declarado é um puxa-saco oligofrênico! nunca terei dúvidas da honestidade e patriotismo do presidente bolsonaro. <url>",True
"faz o l porraaaaaa !!!!!!!! michel temer vai tomar no cu bolsonaro vai tomar no cu !!!!!!!!!!! <url>",True
"@user governo bolsonaro acabou a 5 meses... acordem... o amor gastou 12 milhões em 8 viagens e viagens estão quietos...",True
"@user você dorme pensando no bolsonaro e acorda pensando nele, é muito amor em noblat &lt;3 que lindo! viva o amor. falando em amor, você está vendo o governo do amor? o painho gastou mais de 12 milhões de reais em 4 meses no cartão corporativo, já escreveu matéria sobre isso?",True
"@user @user hoje eu me considero esquerda, mas a esquerda ocidental é uma disgraca msm kkkkk vai toma no cu, prefiro falar q votei no bolsonaro do q dizer q sou esquerda",True
"@user oh pepa vc deve ser apaixonada pelo bolsonaro, nao abre essa boca de fossa pra falar outra coisa . kd o seu marido pra ter dar outra surra . deixa de falar merda "" landrace "".",True
"@user @user @user @user tá na hora, tá na hora, tá na hora do jair já ir em cana...sem anistia e sem perdão bolsonaro fascista e seus cúmplices corruptos na prisão...tic tac tic tac tic tac tic tac...",True
"@user @user @user pq queriam botar um pilantra do governo bolsonaro pra comprar pescoço de frango super faturado",True
"conheço as grandes agências de espionagem, ou como disse carmen lucia, arapongagem, da cia, mi6, bnd, abin e outras mais, mas nunca imaginei uma agência sendo criada nos porões do stf por um dos seus ministros. hoje no brasil temos a abin e a xandão-9!! <url>",True
"@user mas o problema não era o bolsonaro seus oportunistas de ??? faz o l fdp",True
"que coisa bolsonaro!!! desse jeito vou acabar me rendendo e vou te odiar pro resto da minha vida! pq sou muito malvadona <url>",True
"@user @user bolsonaro é o legítimo presidente! o outro é um ladrão, impostor... a verdade virá a tona em breve ??",True
"@user o que mais ele precisa fazer para ter impeachment?? matar o bolsonaro?? ou outra pessoa ao vivo? sinceramente não entendo! sistema podre!! nojo",True
"os jornalistas lacradores esquerdistas para desviar os gastos estrepitoso de lula e janja com viagens em super hotéis. começaram em redes sociais uivar sobre ""supostos gastos bolsonaro."" (reparem todas sem afirmação concretas). pura hipocrisia. <url>",True
"@user @user e o bolsonaro que arrotava santidade , ele e sua mulher na época das eleições viviam nas igrejas , hoje em dia sequer são vistos passando na frente. $ervos do $enhor ????????",True
"@user @user @user kkkkkkkkkkkkkkkkkkkkk tem que ser muito gado pra acreditar nisso... sabe quando essa grana vai chegar? nunca temer e, bolsonaro eram cheios desse papo, más nunca chegou, só gado mong0lóide acredita nisso...",True
"@user @user pega 10 reais de gasolina vc. chega lá no frentista e fala: cobra no valor do meu presidente jumento o bolsonaro. aí vc vai ficar feliz.",True
"a esquerda bateu tanto no bolsonaro por conta de ""robôs"" que agora tão tendo os próprios ""robôs"".. famosa milícia digital. <url>",True
"@user lula ,dilma e todos os comparsas tem conta até no inferno e ninguém investiga, praticantes de crime lesa patria não sai condenados a nada, eu levaria para o lado pessoal e me acertava com o nine, cara mentiroso e dissimulado, bolsonaro jamais será esquecido pela nação. engulam",True
"tudo certinho, como sempre!!..???? perde sempre essa esquerda comunista quando tentam incriminar o nosso presidente bolsonaro!... não sabem o que é governar sem corrupção! <url>",True
"@user @user e vai abaixa mais e tudo trabalharem por isto acontecer ,, e o governo lula trabalhado ( o bolsonaro só lascou o pobre e enriqueceu os rios e eles mesmos",True
"lealdade e coragem__ não se encontra em todo lugar__ nessas horas se separa o joio do trigo__ pior do que um inimigo declarado é um puxa-saco oligofrênico__ nunca terei dúvidas da honestidade e patriotismo do presidente bolsonaro. <url>",True
"estão preocupados com os gastos do bolsonaro enquanto esse verme estoura o orçamento as nossas custas! <url>",True
"@user hoje eu entendo o desespero e tanto ódio de xadao, dos políticos e dos pastores. xandao tem uma capacidade intelectual superior a todos os bolsonaristas, e a situação de bolsonaro é todos que tiveram contato com ele e seu ajudante estão em situação complicada",True
"@user @user mas o atual presidente do stm disse ao 9dedos: “sei dos seus sonhos para uma sociedade justa”. enquanto bolsonaro deixou contas públicas no azul e caixa com 59 bilhões, o rato derreteu 200 bilhões e já deu dinheiro pra argentina para mais calote pq está quebrada.@user",True
"@user nem eu, até pq quem gosta de homem é gay",True
"@user @user @user quem leva o ouro e os diamantes é o cbozo, gado!",True
"esqueçam a insulina comprada pelo desgoverno,afinal o que esperar do pai do mensalão? precisamos focar nos crimes do xerife e na omissão do @user",True
