"text","is_toxic"
"eu mando algo relacionado a turismo aqui em fortaleza pra lysandra e ela pergunta ""que que tem?""",False
"<RT> @user @user saudade ladrão fica com deus pitbull de raça 💔😭",False
"viva sem medo, sem medo dos desafios, sem medo de enfrentar o que parece impossível 💬💬💬",False
"eu sou muito idiota mano kkkkkkk obrigada deus pelos sinais, agora eu aprendo",False
"bk, e isso ja aconteceu demais",False
"@user ouráiti! mas mesmo assim queremos outro pgr! 💚💛🙌",False
"tem tanta opção de role hoje, n sei pra onde vou, no final vou acabar não indo pra nenhum",False
"me preparando psicologicamente para a msg de arthur dizendo q morgou do role",True
"gente pq vocês estão colocando esses quadradinhos nos nomes de vocês? não dá pra ler nada poxa",False
"—[👼] Em 2014, Melanie lançou seu primeiro clipe ""Dollhouse"". O video foi gravado com a arrecadação de fundos com a ajuda de fãs que já a acompanhavam. No mesmo ano, ela anunciou que havia assinado com a ""Atlantic Records"", e logo lançou seu primeiro EP. <url>",False
"🔺NOTÍCIA NA TV PORTUGUESA!🔻  Acabou de passar na TVI24 (canal português) que há um manifesto no congresso para impedir a visita do presidente Jair Bolsonaro no próximo ano, sob pretexto de que ele NÃO É BEM VINDO!  Tentei gravar, mas ficou pela metade 😕",False
"@user @user @user alguém tá mentindo.",False
"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍  Linda e Fascinante!  Estar ao seu lado, é um Momento Único e Inesquecível",False
"@user @user @user tá pegando fogoooo",False
"@user tens como provar isso com documentos?",False
"bom, vou sair de casa agora! ontem foi o dia do perdeu, perdi muita coisa uahuashaushausa o celular é uma delas, entón eu vou trampar, pq mais um mês se iniciou e este será o melhor mês do ano!",False
"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não, vtnc",True
"@user deixa eu fumar meu narguines, respeitar ok?",False
"mano queria ter férias",False
"@user operação lava jato faz operação para proteger operação lava jato",False
"ainda indignada com o show do 3030 de graça em cg que não vou poder ir",False
"toda vez que persegue alguém, bolsonaro cria potenciais nomes de congressistas para a próxima legislatura.",False
"@user aqui em casa, amiga? kakak",False
"aí eu to com muita saudades vai tomar no cu ;(((!",True
"só quero chegar em angra logo",False
"Corinthians x Palmeiras em Brasileiros, desde 1971:  51 jogos 17 vitórias do Corinthians 17 empates 17 vitórias do Palmeiras  - Últimos 9 jogos no geral (7 vitórias do Corinthians, 2 vitórias do Palmeiras) - Fábio Carille contra o Palmeiras (8 jogos, 7 vitórias, 1 derrota)",False
"As coisas nunca dão certo pra mim, mesmo eu ficando calada e não contando pra ninguém, acho massa minha capacidade de ser um lixo e estragar as coisa🤦🏾‍♀️",False
"[2/8 15:28] Racquel: Zika KKKKKKK [2/8 15:28] Racquel: E os trabalhos ? Fez algum ? [2/8 15:29] Marcela ♡: Não tenho nem foto sei nem que que é pra fazer [2/8 15:29] Racquel: Vamos começar o bimestre muito bem  KKKKKKKKKKKKKK vai dar ruim",False
"aceitem que noart é só amizade, nada além, único shipper que pode ser real e beauany, não tô proibido de shippa noart mas ficaram jogando hate pra ela por infantilidade, quem aguenta meu pai? <url>",True
"eu gosto de estudar desenho animado pq faz 14 anos que eu nao consigo olhar pra uma almondega sem pensar nisso <url>",False
"@user kkkkk pior que enjoa mesmo",False
"Essa série da BBC mostra o drama da crise climática que estamos vivendo. As ameaças estão por toda parte. As consequências são cada vez mais graves. O alerta da ciência precisa ser traduzido em ação. É urgente!    <url>",False
"eu uso batom claro desde que me conheço por gente",False
"segunda eu começo a fazer terapia, nunca imaginei chegar a uma fase tão conturbada e difícil da minha vida a ponto de ter que passar por isso. que tristeza sem fim",False
"@user cametá",False
"<RT> @user caralho esse cara eh foda demais  divulguem o trampo dele <url>",True
"Se Neymar não vier e Coutinho ficar:  Griezmann Messi Dembélé  Coutinho De Jong Arthur Alba Lenglet Piqué Semedo               ter Stegen  Lamentavelmente, no entanto, Busquets e Suárez não saem do time titular por nada.",False
"kkkkkkkkkkkkkkkk sarneou",False
"@user claro q pode! mas pq todas as opções são não?",False
"@user exatamente isso",False
"a mano sla dps desse video me deu vontade d gostar d algm será q eh pedir mto",False
"@user @user parabéns mano 👍🏼",False
"@user olha só eu tava ardendo em febre ontem, MAS EU TÔ VIVINHA e vim te desejar parabénxxx! Muita muita saúde, luz, amor! Vou te adotar e te chamar de paozim de mel. Ah, tu é a cara do meu namorado viu. E ru me inspira a escrever e os caracteres tao acab",False
"meu melhor amigo gente só meu ninguém rouba ele de mim",False
"uma lista com os melhores laterais do brasil sem juninho capixaba é uma lista sem moral",False
"@user Como sua Exa. Sérgio Moro se pronunciou,o teor das conversas de agentes públicos são prioritários sobre o modo de obtenção. Por isso sua Exa. vazou gravações da Presidenta e da intimidade da família do ex presidente. Desse modo, Dallagnol cometeu prevaricação. E agora o povo sabe",False
"que orgulho, ela merece isso é muito mais paulinha na fab",False
"eu tô triste",False
"@user hahahahahaha invejinha",False
"@user deve ser do mesmo dono da água mineral ""uai"", que é distribuída no espírito santo! 🤷",False
"@user @user O cansaço do time e Gabriel machucado acabou sendo decisivos, quando ele ta 100% se movimenta muito, Bruno Henrique la de centro avante não é o melhor para ele. Minha opinião",False
"@user eu vejo o pessoal falando que dói a beça e eu achava que tinha uma idade certa pra aparecer, depois disso não dava mais kkkkkk",False
"@user se puder ouvir meu novo single, já que sempre apoias a cena autoral <url>",False
"a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao",False
"esse homem não pode ser real <url>",False
"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",False
"@user @user Mas ai no caso vc ta falando soh de repercussao ne? Pq tem uma pa de jogador q o Palmeiras ja contratou q eh mrlhor q o Borja",False
"<RT> @user vejo a ana e a chai mais do que a minha família",False
"#sm_보이그룹론칭_취소해 se esse novo boy gruop for pra tirar a atenção do seus outros descasos, vamos parar por aí <url>",False
"<RT> @user gosto de irritar o menino q'eugosto pq ele bravo é fica ainda +gostoso <url>",False
"já vejo antis falando q n vamos chegar na final, q o tombo vem... meu bem, aqui é flamengo, nada é impossível!!!!!",False
"falsa <url>",True
"pensando em tomar um banho aqui na academia pra ir pra casa e tomar outro banho quando chegar em casa",False
"@user como diria walter abrahão......"" ta gorrrdo o milton neves hein""",True
"@user só pq eu ia pagar o gelo hoje",False
"@user imagina se eu vou ter problema com algo na faculdade que absurdo eu sou perfeita",False
"o bahia tentando me assustar com a pomba foi o ponto alto do meu dia com certeza",False
"Há um mistério há anos, desde a criação do Ministério da Pesca na Esplanada. Por que Brasília tem quase 40 mil pescadores que recebem o seguro-defeso pago pelo Governo?",False
"chris evans quer o mundo? ele é seu",False
"ministro da educação sobre paulo freire: ""se fosse tão bom, ia ter pelo menos mais um país usando o método dele"" <url>",False
"@user @user Parabéns @user ... Isso é o tipo de ação que nos orgulha, tenho 2 filhas e sei o quanto essas pequenas ações mexem conosco.",False
"vou pedir pro meu pai comprar ingresso pro jogo contra o bahia",False
"@user você não conhecia o ministro da saúde mesmo. ele é um amontoado de polêmicas vazias que acertou nesse projeto dos médicos.",True
"chega em casa vou pra piscina, muito calor tmlc",False
"que lindo vestidooo",False
"<RT> @user aprendi a dizer para as pessoas certas. <url>",False
"feliz aniversário sérgio moro <url>",False
"@user desconfortavel e feio msm",True
"irmao esse negócio do super grupo e blá blá blá só tá servindo pra exol falar mal do nct puta merda",True
"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!  <url>  Spotify: <url>  #Packers #GoPackGo <url>",False
"#mpn #tazercraft   tribta e dois",False
"decidir qual série vou passar a noite assistindo hj, já que to terminando stranger things",False
"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",False
"<RT> @user de tanto stories que eu vi, eu já conheço mais porto seguro do q o próprio pessoal que viajou pra la",False
"@user Vc é um gênio tenta a carreira da magistratura, condenado em 3 instâncias sem provas, e vc acha que não tem provas, vc é um gênio. srsrsrssr #STFVergonhaNacional",True
"achei uma foto minha e da renata pequena, ela era a cara do ricardo kkkkkkkkk",False
"queria voltar nessa época",False
"que rica verga",True
"<RT> @user hoje é o dia oficial de chorar",False
"<RT> @user eu rindo sou igual o jimin me jogo em qualquer canto  <url>",False
"<RT> @user meu namorado é lindo demais 😩😩😩😩😩😩😩😩😩😩",False
"@user @user kkkkkkkk eu aposto nisso tbm mano",False
"@user fez cacá e saiu correndo, a narrativa de q não preservamos o nosso meio ambiente caiu.",False
"@user astronaut, engineer, test pilot, coach &amp; corporate trainer  o cara é couch, não da para esperar nada bom.",True
"@user @user @user @user @user dinheiro continua mandando  o problema e de governadores e prefeitos  e MP de estados que faz vista grossas ao desvio",False
"gato  perfeito, meu webnamorado perfeito, lindo demais, amo seus poemas",False
"@user segura na mão de deus e vai",False
"<RT> @user caralho mano, é esse o romance que eu quero <url>",True
"@user @user @user pf prende 4 suspeitos de invadir celular de moro. 📱📱",False
"pegaria alguem do 2 do atomo? — n conheço ngm eu acho kakakaakk  manda nome aii <url>",False
"@user só dia 6 que o meu caaai se não era na hora tbm",False
"@user GILMAR MENDES não aceita ser investigado pela Receita.  LEWANDOWSKI mandou prender um crítico no aeroporto.  TOFFOLI inventa inquérito para censurar redes.  ALEXANDRE DE MORAES não quer ninguém investigando o STF.  É A DITADURA DO JUDICIÁRIO!  Vamos aceitar?  #STFVergonhaNacional",False
"<RT> @user odeio esperar pqp",True
"@user bah entao tu imagina com, vou ficar quase tão linda quanto tu",False
"@user se ele for um cara novo e conseguir mostrar o futebol dele acho que rola",False
"@user sabes que tens boas amigas quando elas já usam o emoji do unicórnio associado a coisas quase tão lindas como tu 😍",False
"@user ai mano para com isso sem condições que dia que a gente não sai e num da tretinha?",False
"<RT> @user quem tiver procurando emprego aproveita e vem na direção desses cara aqui que eles estão dando trabalho kk 👉@user",False
"🇧🇷SDV DE DIREITA🇧🇷 @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user",False
"ainda mano !!!",False
"@user melhor ter ficado calado @user",True
"<RT> @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de lana del rey <url>",False
"<RT> @user perguntar o que a pessoa tá fazendo é o auge de sem assunto",False
"@user <url> entra no link e da <RT> e fav, meta de 7k de <RT> e 2k de fav. ajuda ele amigos!!!🙏",False
"homem quando termina um relacionamento mostra ser outra pessoa.. como pode gente?",False
"<RT> @user desde quando o yudi participou daquela edição icônica da fazenda, eu desenvolvi afeição pelo menino <url>",False
"@user @user maraisa, responde seu marido.kkk",False
"Os cursos Geologia ⚒ Biologia 🐍 e Eng.Florestal 🌳 se juntaram para fazer a *SEGUNDA EDIÇÃO* desse rock que foi selvagem com muita CERVEJA 🍻 CURTIÇÃO 💃🏻E SELVAGERIA 🌴🍁   Fique ligado, mais informações em breve... #Selvageria  Sigam nosso insta <url> <url>",False
"Jair é o tiozao que acredita em qualquer mentira que contam pra ele. O problema é que elegeram o tiozão e agora ele é o presidente da república amplificando mentira e fake.  <url>",False
"fazer o que precisa ser feito, em silêncio.",False
"@user ""Alertas do Inpe indicam alta de 40% em desmate na Amazônia"" O que são esses alertas, quais são? O que eles realmente indicam? E os falsos positivos, qual a porcentagem? Que métrica é usada para definir um alerta? Algum cientista por aqui para responder?🤔",False
"estou a gostar tanto de estar parte loira que não sei se ficar 100% loira não está mais próximo do que eu estava a contar",False
"@user @user prove sua inteligência: me diga onde foi que o socialismo e o comunismo deram certo? ...",False
"<RT> @user eu tentando explicar pra mim mesma q nao posso me matar <url>",True
"Em entrevista para uma rádio @user disse que adoraria um feat com @user para o seu próximo álbum #MTVHottest Little Mix <url>",False
"@user @user @user @user falei alguma mentira?",False
"os meus lowkey são mas acho q mais liberdade ia me fazer confusão KKKKK cm é q vcs chegam a casa dps das 8 da noite qd é q vcs jantam??? <url>",False
"avocados segurando essa barra que é estar sem clipe há mais de 4 meses e ainda terem sido trollados pela billie com o clipe de atgggth que nem gravado foi, hoje meu pai <url>",False
"alguém precisa me tirar do tumblr ou então eu vou salvar todos os icons do kai e do chen",False
"Vic fala com os fcs da Lorena pq a gnt quer juntar os fcs da Lorena com os fcs da Giu #MPN #lorenaqueirozig #lorenaqueiroz #giuliabenite #turmadamonicalacos",False
"falei que eu estava desanimada pra minha mãe e ela me falou ""não fica assim, vamos fazer umas orelhinhas de gato que passa""",False
"minha mãe vive me arrasando pq tô gorda, mas me manda mensagem pra ir na casa dela jantar e levar coca 😪",False
"<RT> @user sem condições com essa amiga minha, ideia certa <url>",False
"<RT> @user policial sendo aplaudido por matar bandido, esse é o brasil que eu quero!  #stfvergonhanacional <url>",True
"Na nota, Cláudio Drewes se disse preocupado com o futuro da Operação Zelotes. ""Não sou moleque"", afirmou ele depois de ter seu texto apagado.  <url>",False
"e isto é o que fizeram com #saintseiya. :( #cavaleirosdozodiaco <url>",False
"vc n gosta de suju? — é sobre o leeteuk?  eu me referia ao modo que o fandom trata o show do bts na arabia, como se super junior tivesse feito isso possível(?) e não o esforço dos 7, fora isso eu não tenho nada contra eles <url>",True
"<RT> @user amo as pessoas de belcity no twitter pq todo mundo sabe de quem todo mundo tá falando",False
"nunca mais tive disposição de pegar uma marquinha, sdds",False
"<RT> @user obrigado @user por me fazer entender esse tweet <url>",False
"sem talento, tem racista e homofobia no histórico, only corpo, quem discordar, discorde na sua casa",True
"@user A esquerda nunca quis dividir o Brasil ? ACUSE O BOLSONARO DO QUE VC FAZ E CHAME O BOLSONARO DO QUE VC É ! <url>",False
"mano eu não estou com raiva... estou com ódio q é bem pior.",False
"<RT> @user @user @user mais uma fake da foice de sp  #stfvergonhanacional <url>",True
"<RT> @user eu: áudio   izabela: meu deus que voz fofa nem parece que tá falando de droga.",True
"<RT> @user celular do meu irmão desbloqueia com o meu rosto kkkk e olha q nen somos parecidos",False
"@user eu faço isso também, mas eu tb durmo dependendo",False
"<RT> @user e eu que não precisei ter um boi p ter chifre <url>",False
"@user esse tipo de cara literalmente sente ódio pelas mulheres. masculinidade frágil do caralho",True
"uma das coisas que eu mais vou sentir falta aqui na escola, vai ser o creme de chocolate :(",False
"quando as barmy começam a cantar as músicas num coreano embolado e o bts acha lindo, sensacional, perfeito, brasileiras fluentes em coreano   <url>",False
"<RT> @user se você for pela ideia dos outros nunca vai ser feliz. <url>",False
"tenho a semana inteira pra ficar doente, vou ficar ruim logo na sexta feira",False
"@user Governar que é bom nada,o Brasil afundado em uma crise enorme e o presidente com essa agenda ridícula de passeio , não quer trabalhar saia ,deixe outro trabalhar pelo nosso país !! #ForaBolsonaro",True
"<RT> @user mil pastas de currículos nenhum emprego",False
"@user sim, gostei da contratação do donny mas infelizmente o careca hp vai queimar ele",False
"é muito vacilo, falsidade, mimimi, cobrança e má fé. por isso que cada vez mais eu considero menos pessoas.",True
"<RT> @user @user rio grande são!!!",False
"Agora temos 3 perebas no elenco , Renê , Arão e o pior Rodinei , e nem me venha com o papo de que Arão e Renê não são perebas que vai arrumar treta comigo",True
"<RT> @user explanar intimidade é falta de maturidade.",False
"jesus venceu no deserto e  adão fracassou no paraíso.  não é o lugar, são as escolhas!",False
"No vídeo, é possível ver todos os 12 integrantes não apenas imitando os passos do BTS, mas também colocando um pouquinho da “sua cara” à icônica coreografia de “FIRE”. Você consegue identificar todas essas modificações?  YouTube 👉🏻 <url>   ᪇ୣ╾◌Laianne╼ୣ᪇",False
"tava perfeito até a parte que ele arranca o coração do cara <url>",False
"prometi que ia economizar por causa da vinda da lana. comprei uma calcinha de 80 reais!",False
"ja passou um ano??  ahh foi tão rápido, tão rápido como eu me apaixonei por vocês, amor a primeira vista, amor por essas princesinhas que roubaram meu coração! Eu amo vocês demais e quero passar mais 1000 anos com vocês, minhas vidas! 🌿💕💨~ ^__^              [#1YearWithNATURE] <url>",False
"@user se fizer bem feito eles entregam até a mãe.",False
"<RT> @user #qualopapo podia ser domingo agora, sem neurose maior ansiedade rs",False
"parece legenda pra cego surdo e mudo",True
"<RT> @user sabe mentir cara a cara kkk se precisar até chora <url>",True
"Bom da minha mãe e que ela que contar as coisas pro meu pai pra ele brigar comigo sendo que qualquer coisa que eu faça que eu falo que meu pai deixou ela fala “ELE NUNCA ESTEVE PRESENTE ENTÃO EU QUE MANDO” QUE IRONIA NÃO?????",False
"acabou de publicar uma foto em macaé <url>",False
"@user eu vou passar o dia inteiro ouvindo as conversas inteligentes de vocês sim",False
"Gente parece mt alguém q eu conheço e minha cara fica assim msm igual a dessa mina ai, mano exxxxxxquece, mt bom ser pega de surpresa assim kkkkkk 😍 <url>",False
"meu deus??",False
"@user @user realmente eu fico me sentindo um lixo vendo os dois meninos mais bonitos do mundo esfregando a bochecha um no outro, é demais pra mim 😭😭😭",False
"Para algumas investigações recurso infinito e velocidade. Para outras.... 5 meses após a prisão dos assassinos os celulares ainda não tiveram informações extraídas. Polícia Civil e MP não podem depender de favor de empresa privada para investigar.    <url>",False
"@user tá com o cool na mão né? não tenhais medo, amigo! a pf está vindo",True
"@user pode sim",False
"obrigado @user por contratar um grande jogador! @user",False
"mas se eu deixar o twitter vou ter q ficar no instagram e o instagram eh o cúmulo ou seja : vou me mata",False
"de novo puxa saco, esse fato não  foi no pará, nós não temos nada haver com isso! #balancogeralpa",True
"<RT> @user da pra acreditar que um tweet podia nos unir????eu sou mt grata por ter te conhecido <url>",False
"as vzs eu olho pra trás e penso graças a deus que passou",False
"<RT> @user deus olhou pra mim e falou, sem bunda, sem peito, sem beleza, sem nada, apenas fica aí no mundo vivendo <url>",False
"No próximo sábado, dia 03/08 o jazz e o blues tomarão conta novamente da charmosa Praça Clarimundo Carneiro, com a realização do Fundinho Festival. O evento, apoiado pela Prefeitura, faz parte das comemorações especiais pelo aniversário de 131 anos de Uberlândia.",False
"vamo c calma mo  nosso filho vai usa nike ou adidas",False
"<RT> @user ultimamente meu whatsapp é muito off,fico umas 3 horas offline quando ativo os dados nem 1 mensagem💔😹😹😹 nem aquele con…",False
"<RT> @user so preciso do meu silicone, bichectomia e rinoplastia o resto juro q corro atrás",False
"a menina só escolheu o teló pq ficou com pena, tenho ctz kkkk",False
"reconhecer o próprio erro é coisa de gente grande <url>",False
"doida pra chegar em casa rs",False
"@user @user com certeza eu to, qm n queria ganhar milhões chutando bola?",False
"Vocês são incríveis! O que fazemos quando atingimos a meta?? Isso mesmo, dobramos a meta!!!  DOIS MIL comentários nesse Tweet com as tags! Chamem seus amigos para votarem também!!!   #MPN #NowUnited #Uniters",False
"<RT> @user paulão vai vim cedo desse jeito paulinha na fab <url>",False
"@user vo nada não faz eu duvidar da minha capacidade kjjkkkkkkkkkkk",False
"Hipocrisia é uma merda ya, aqui falam e defendem certas coisas de forma a parecerem exemplares, na prática fazem completamente o oposto do que falam e defendem aqui, não sei como é que conseguem mas aprecio a capacidade de representação",True
"@user @user  olha eleee",False
"@user infelizmente",False
"<RT> @user eu só queria casar com o gilbert blythe mas eu nao posso porque ele não existe   <url>",False
"qnd eu vou p vsl kkkk @user @user",False
"eu: passando mal  alguem: vai no hospital  eu: já to melhor 🤫😅😅",False
"se alguém me contasse que a Sheherazade preocupada com o conforto emocional de bandido é a mulher que ficou famosa porque acha compreensível amarrar bandido no poste eu não acreditaria",True
"se eu nao passar na faculdade vou tirar carta e virar uber pronto ja decidi",False
"<RT> @user meta: trezentos comentários   • cinco cores  • cinco animais  • cinco profissões  • cinco nomes  • cinco esportes  paulin…",False
"o que dizer pra quem tem medo do hacker russo e entrega gratuitamente seus dados para o google e o facebook?",False
"@user so nao ouvir hahahahahahaah",False
"@user merece muito 💝",False
"poste uma foto de vc e 3 bias seus e deixe seus mutuals decidirem com quem eles shippam mais vc  to com vergonha mas nao deixem flopar 😔😭🥺😔😳🤪😻😎😙😜😌🤣✈️😜😜🤣😻🤢🧐🤪😙😔😳😔🍉😭🥺😳🤢🤪❣️👉🏼✈️🤪 <url>",False
"@user é a lavanderia de mensagens privadas: o stf esquentando produto de roubo pra dar um ar de legalidade.",False
"@user noooo mano kkkkkkk eu sou muito burro, to bolado",False
"o grupo manas 🌻💛 é o melhor do mundo, q q isso irmao",False
"melhor notícia de hoje foi que exo-sc ganhou seu primeiro win mesmo com toda a tentativa falha de boicote da parte de ""fã""... é o que eu digo acima do exo só o exo os refescos são ótimos kkk  <url>",False
"@user Isso.  Me engana que eu gosto. Enquanto v. Exa mente, na primeira metade do ano, o lucro líquido do Bradesco foi de R$ 12,700 bilhões, elevação de 23,7% em relação ao mesmo período do ano passado, de R$ 10,263 bilhões.  Um pouco maus que seus três concorrentes...",False
"hoje é dia da nossa preciosa, maravilhosa e incrivelmente talentosa maknae 🎉🎂 feliz aniversário meu amor que todos os seus sonhos se realizem! por existir e nos abençoar com a sua voz incrível e com o seu sorriso contagiante, obrigada ❤ EU TE AMO D+ 😍 #HappyYEONJUNGDay <url>",False
"de: eu para: saúde mental",False
"<RT> @user @user nao sobrou nenhum copinho ai nao? #mpn #luansantana #luanetes #luansantanashow",False
"olha sem condições",False
"<RT> @user pergunto-me se alguém vai gostar de mim ao ponto de fazer isto <url>",False
"minha nossa e não é que eu chorei msm lendo isso",False
"@user as pessoas não leem o manual do videok7, acha que vão ler e entender o manual de um carro? Não me surpreenderia se na maioria das vezes o problema que causou o acidente é de quem está dentro do carro.   e concordo com menos gente usando carros!",True
"@user amigo é tipo um cigarro eletrônico",False
"o nosso amor era pra ser pra sempre, você sabe disso... aonde foi que a gente errou, me diz onde foi que quebrou e se ainda tá na garantia...",False
"sextou é dia de mercado, sacola, comida e  doce pro meu amô. isso tudo é só uma fase, deus vai honrar cadê esse alvará seu juiz??😭😭😭",False
"pprt, parem de se preocupar com status, viva a vida, dps que morre fica tudo pra trás",False
"@user @user gente essa coreo já mostra o poder que o seventeen tem",False
